"wp_id","slug","name","developer","community","completion_date","project_price","project_status","amenities_title","amenities_content","amenities_count","types_count","types_title","payment_count","payment_title","payments_accept_title","overview_content","archive_name","view_count"
"394357","sheraton-residences","Sheraton Residences","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"4459"
"394380","park-walk-by-heilbronn","Park Walk by Heilbronn","Heilbronn Properties","Dubai Islands",,,"New Launch","Park Walk by Heilbronn Amenities","<span style=""font-weight: 400;"">Residents of Park Walk will benefit from a lifestyle focused on comfort, wellness, and recreation:</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pools for adults and children</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully-equipped gym and fitness centers</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped gardens and green communal areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Children’s play areas and family-friendly recreational zones</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Clubhouse with multipurpose social and leisure spaces</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security with CCTV surveillance</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Covered and podium parking facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Retail outlets, cafés, and restaurants within the community</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sports facilities, including tennis courts and outdoor exercise zones</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">A mosque within the community for convenience</span></li>
</ul>","14",,"Liora Residences Types & Sizes",,"Park Walk by Heilbronn Payment Plan","Payments We Accept",,"Park Walk by Heilbronn","13485"
"394408","water-walk-by-heilbronn","Water Walk by Heilbronn","Heilbronn Properties","Dubai Islands",,,"New Launch","Water Walk by Heilbronn Amenities","<span style=""font-weight: 400;"">Water Walk combines comfort, convenience, and lifestyle:</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pools for adults and children</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully-equipped fitness center and gym</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped gardens and green communal areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Clubhouse and multi-purpose social spaces</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security and CCTV surveillance</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Covered parking for residents and visitors</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Children’s playgrounds and family-friendly zones</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Outdoor BBQ and social gathering areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Retail outlets, cafés, and restaurants within the community</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Schools and educational institutions nearby</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Mosque within the development</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sports and recreational facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Waterfront promenades and pedestrian-friendly pathways</span></li>
</ul>","14",,"Water Walk by Heilbronn Types & Sizes",,"Water Walk by Heilbronn Payment Plan","Payments We Accept",,"Water Walk by Heilbronn","13485"
"394416","fluid-one-at-dubai-islands","Fluid One at Dubai Islands","Object 1","Dubai Islands","Q4 - 2028","1970000","New Launch","Fluid One at Dubai Islands Amenities","<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">On-site retail outlets for everyday shopping and convenience</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Modern, fully equipped gym and wellness centre</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Leisure-focused swimming pool for relaxation and recreation</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Ample dedicated parking spaces for residents and visitors</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security surveillance with CCTV coverage</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Safe and interactive children’s play areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Outdoor BBQ zones for social gatherings and family time</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">A variety of nearby restaurants and cafés for dining options</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Easy access to shopping malls and retail hubs</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Schools and educational institutions within proximity</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">A mosque located within the community for residents</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sports facilities promoting an active lifestyle</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Beautifully landscaped parks and green open spaces</span></li>
</ul>","14","4","Fluid One at Dubai Islands Types & Sizes","2","Fluid One at Dubai Islands Payment Plan","Payments We Accept",,"Fluid One at Dubai Islands","13485"
"394526","radisson-residences-at-al-reem","Radisson Residences at Al Reem","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"3653"
"394575","joud-tower-al-mamzar","Joud Tower Al Mamzar","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"Joud Tower at Al Mamzar","2302"
"394607","serenia-district-east-residences","Serenia District East Residences","Palma Development","Jumeirah Bay Island","Jun - 2030","1780000","New Launch","Serenia District East Residences Amenities","<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Retail outlets and shopping centers nearby</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully equipped gym and fitness facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pool for leisure and relaxation</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Dedicated parking for residents and visitors</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 CCTV surveillance and security</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Children’s play areas and family-friendly zones</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">BBQ areas for social gatherings</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Restaurants and cafés in proximity</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Access to schools and educational institutions</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Mosque within the community</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sports and recreational facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Lush landscaped gardens and green areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Community views enhancing residential surroundings.</span></li>
</ul>","14","4","Serenia District East Residences Types & Sizes",,"Serenia District East Residences Payment Plan","Payments We Accept",,"Serenia District East Residences","13485"
"394665","binghatti-luxuria-jvt","Binghatti Luxuria JVT","Binghatti Developers","JVT","July 2027",,"New Launch","Binghatti Luxuria Amenities","<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped gardens and open green spaces</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pool for relaxation and recreation</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully equipped gym and fitness facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Dedicated parking for residents and visitors</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 CCTV surveillance for security</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Children’s play areas and family-friendly zones</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Outdoor BBQ areas for social gatherings</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Retail outlets, cafés, and restaurants nearby</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Proximity to shopping malls and retail hubs</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Schools and educational institutions within the community</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Mosque for residents</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sports and recreational facilities supporting active living</span></li>
</ul>","14","4","Binghatti Luxuria Types & Sizes","2","Binghatti Luxuria Payment Plan","Payments We Accept",,"Binghatti Luxuria at JVT","13485"
"394687","sunrise-valley","Sunrise Valley","H&H Development","Nad Al Sheba","Q4 - 2029","5000000","New Launch","Sunrise Valley Amenities","Update Soon","14","1","Sunrise Valley Types & Sizes","2","Sunrise Valley Payment Plan","Payments We Accept",,"Sunrise Valley at Nad Al Sehba","13485"
"394792","wedyan-the-canal","Wedyan The Canal","Al Ghurair Properties","Business Bay","Q1 - 2030","26000000","New Launch","Wedyan The Canal Amenities","<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming Pools for leisure and relaxation</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fitness and Wellness with a fully equipped gym and wellness facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped Parks and walking paths</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Children’s Play Areas provide safe spaces for kids.</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">BBQ and Outdoor Zones for social gatherings</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Retail and Dining with on-site shops and restaurants</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sports Facilities, including tennis courts and multipurpose areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Security and Parking with 24/7 monitoring and dedicated spaces</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Community Spaces, including lounges, mosques, and social areas</span></li>
</ul>","14","4","Wedyan The Canal Types & Sizes","3","Wedyan The Canal Payment Plan","Payments We Accept",,"Wedyan The Canal by Al Ghurair","13485"
"394851","sedra-at-masaar-3","Sedra at Masaar 3","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"Sedra at Masaar 3","2175"
"394866","mas-barsha-residency","MAS Barsha Residency","MAS Development","Al Barsha Dubai","Q4 - 2026","1800000","New Launch","MAS Barsha Residency Amenities","<span style=""font-weight: 400;"">MAS Barsha Residency offers a luxurious lifestyle combining comfort, wellness, and convenience, ensuring residents enjoy modern living in a vibrant community.</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully equipped gym and fitness center</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sauna and yoga room for wellness and relaxation</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Co-working lounge for professionals and entrepreneurs</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Café and private home cinema for social and leisure activities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Children’s play area for safe, family-friendly entertainment</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped communal gardens and green spaces</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pool for residents to relax and unwind</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">BBQ and picnic areas for social gatherings</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Jogging and cycling tracks for active lifestyles</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security and CCTV surveillance for peace of mind</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Ample parking for residents and visitors</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Access to nearby retail, shopping, and dining options</span></li>
</ul>","14","3","MAS Barsha Residency Types & Sizes","2","MAS Barsha Residency Payment Plan","Payments We Accept",,"MAS Barsha Residency at Al Barsha Dubai","13485"
"394931","the-pinnacle-at-sobha-central","The Pinnacle at Sobha Central","Sobha Group","Sobha Hartland","Dec - 2030","1770000","New Launch","The Pinnacle by Sobha Amenities","<span style=""font-weight: 400;"">The Pinnacle is designed to support comfortable daily living with amenities focused on wellness, privacy, and convenience.</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Contemporary apartments with premium interior finishes</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully equipped fitness and training facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pool for leisure and relaxation</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped open spaces within the development</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Indoor and outdoor resident lounges</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Dedicated parking facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24-hour security and access control</span></li>
</ul>","14","2","The Pinnacle by Sobha Types & Sizes","2","The Pinnacle by Sobha Payment Plan","Payments We Accept",,"The Pinnacle by Sobha","13485"
"395050","wasl-gate-by-pantheon","Wasl Gate by Pantheon","Pantheon Development","Jebel Ali Village","Q2 - 2028","624000","New Launch","Wasl Gate by Pantheon Amenities","<span style=""font-weight: 400;"">Wasl Gate by Pantheon is designed to support a balanced lifestyle where comfort, privacy, and daily convenience come together.</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pool for residents</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully equipped gym and fitness area</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped outdoor spaces and relaxation zones</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Dedicated parking for residents</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security and controlled access</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Modern lobby and common areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">High-quality furnishing and interior finishes</span></li>
</ul>","14","3","Wasl Gate by Pantheon Types & Sizes","3","Wasl Gate by Pantheon Payment Plan","Payments We Accept",,"Wasl Gate by Pantheon","13485"
"395075","al-vista-at-meydan","Al Vista at Meydan","Dubai Investments","Meydan Dubai","Q4 - 2027","1600000","New Launch","Al Vista at Meydan Amenities","<span style=""font-weight: 400;"">Al Vista at Meydan is designed to support a modern lifestyle where living, working, and leisure come together in one well-planned environment.</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Resort-style swimming pool</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully equipped gym and fitness facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped open areas and leisure zones</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Community clubhouse and shared social spaces</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security and access control</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Dedicated parking for residents and office users</span></li>
</ul>","14","3","Al Vista at Meydan Types & Sizes","4","Al Vista at Meydan Payment Plan","Payments We Accept",,"Al Vista at Meydan Dubai","13485"
"395122","silviana-park-living","SILVIANA Park Living","Object 1","JVT","Q1 - 2027","780000","New Launch","SILVIANA Park Living Amenities","<span style=""font-weight: 400;"">SILVIANA Park Living focuses on everyday comfort, privacy, and a nature-connected lifestyle within a low-density residential setting.</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pool with relaxation areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully equipped gym and fitness facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped green spaces inspired by forest themes</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Residents lounge and clubhouse</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security and access control</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Dedicated resident parking</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Family-friendly common areas</span></li>
</ul>","14","3","SILVIANA Park Living Types & Sizes","2","SILVIANA Park Living Payment Plan","Payments We Accept",,"SILVIANA Park Living at JVT","13485"
"395169","cds-wave-at-dubai-islands","CDS Wave at Dubai Islands","CDS Developments","Dubai Islands","Q4 - 2027","1800000","New Launch","CDS Wave at Dubai Islands Amenities","<span style=""font-weight: 400;"">The project focuses on everyday comfort, wellness, and shared community living rather than overcrowded luxury.</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Outdoor swimming pool with relaxation areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Modern gym and wellness facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Green landscaped zones for residents</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Indoor community spaces and social lounges</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Secure access with 24/7 monitoring</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Covered parking for residents</span></li>
</ul>","14","3","CDS Wave at Dubai Islands Types & Sizes","2","CDS Wave at Dubai Islands Payment Plan","Payments We Accept",,"CDS Wave at Dubai Islands","13485"
"395456","damac-islands-apartments","Damac Islands Apartments","Damac Properties","Damac Island",,"680000","New Launch","Damac Islands Apartments Amenities","<span style=""font-weight: 400;"">Damac Islands Apartments is designed to deliver comfort, leisure, and convenience through a wide range of amenities:</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pool</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully equipped gym</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped green parks</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Children’s play areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">BBQ and outdoor seating areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Retail outlets and shopping facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Restaurants and cafés</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Dedicated parking spaces</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security and CCTV surveillance</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Mosque and community facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pedestrian walkways and cycling paths</span></li>
</ul>","14","2","Damac Islands Apartments Types & Sizes","2","Damac Islands Apartments Payment Plan","Payments We Accept",,"Damac Islands Apartments","13485"
"395465","blossom-40","Blossom 40","Tranquil Developers","Majan","Q1 - 2028",,"New Launch","Blossom 40 Amenities","Update Soon","14","2","Blossom 40 Types & Sizes",,"Blossom 40 Payment Plan","Payments We Accept",,"Blossom 40 at Majan","13485"
"395587","bluewaters-residences-building-2","Bluewaters Residences Building 2","Meraas","Bluewaters island","Ready To Move","6200000","Ready to Move","Bluewaters Residences Building 2 Amenities","<span style=""font-weight: 400;"">Bluewaters Residences Building 2 provides a full suite of luxury amenities to support a modern lifestyle:</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Retail outlets and on-site shopping facilities</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully equipped fitness center and gym</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pool for leisure and relaxation</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">A selection of restaurants and cafes</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Safe and engaging children’s play areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Covered parking for residents and visitors</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security and CCTV surveillance</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">On-site mosque for community worship</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sports facilities, including tennis courts</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">BBQ and social gathering areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped gardens and green spaces</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pedestrian and cycling pathways connecting the community</span></li>
</ul>","14","4","Bluewaters Residences Building 2 Types & Sizes",,"Bluewaters Residences Building 2 Payment Plan","Payments We Accept",,"Bluewaters Residences Building 2","13485"
"395653","al-warsan-star-by-rose-homes","Al Warsan Star by Rose Homes","Rose Homes Investment","International City Dubai",,,"New Launch","Al Warsan Star Amenities","<span style=""font-weight: 400;"">Al Warsan Star offers a full range of modern amenities:</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Retail outlets and shopping mall access</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Swimming pool and fully equipped gym</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Children’s play areas and lush green parks</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">BBQ and social gathering areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security with CCTV surveillance</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Mosque for community worship</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sports facilities, including tennis courts</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pedestrian and cycling pathways connecting the community</span></li>
</ul>","14","2","Al Warsan Star Types & Sizes",,"Al Warsan Star Payment Plan","Payments We Accept",,"Al Warsan Star by Rose Homes","13485"
"395661","verdan1a-5-by-object-1","VERDAN1A 5 by Object 1","Object 1","Dubai Land Residence Complex (DLRC)","Dec - 2027","635000","New Launch","VERDAN1A 5 Amenities","<span style=""font-weight: 400;"">Verdania 5 focuses on providing essential, lifestyle-driven amenities that support daily comfort, wellness, and community living.</span>
<ul>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fully equipped fitness centre</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Temperature-controlled swimming pool</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Children’s play areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Landscaped gardens and green spaces</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Walking and jogging tracks</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Outdoor seating and leisure zones</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">BBQ and social gathering areas</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Covered residents parking</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Modern lobby and reception</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">High-speed elevators</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Retail outlets within the community</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">24/7 security and CCTV surveillance</span></li>
 	<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pet-friendly zones</span></li>
</ul>","14","3","VERDAN1A 5 Types & Sizes","3","VERDAN1A 5 Payment Plan","Payments We Accept",,"VERDAN1A 5 by Object 1","13485"
